election_name,id,name,position,proposition_id,proposition_name,url
 BAG BAN, SPONSORED BY ENVIRONMENTAL AND OCEAN PROTECTION ORGANIZATIONS, BUSINESSES INCLUDING GROCERS AND REUSABLE BAG MAKERS, AND OTHER NONPROFIT ORGANIZATIONS",SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1372900&session=2015
"NOVEMBER 8, 2016, GENERAL",1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",OPPOSE,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1372902&session=2015
"NOVEMBER 8, 2016, GENERAL",1329332,"SAVE THE BAG BAN, YES ON 67, SPONSORED BY ENVIRONMENT CALIFORNIA",SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1329332&session=2015
"NOVEMBER 8, 2016, GENERAL",1374885,YES ON 67 - CALIFORNIANS AGAINST WASTE - PROTECT THE PLASTIC BAN (NON-PROFIT 501 (C) (4)),SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1374885&session=2015
"NOVEMBER 8, 2016, GENERAL",1346973,CALIFORNIA GROCERS ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501(C) 6): YES ON PROPOSITION 67,SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1346973&session=2015
"NOVEMBER 8, 2016, GENERAL",1381938,SAVE THE BAY ACTION FUND PAC - YES ON PROP 67,SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1381938&session=2015
"NOVEMBER 8, 2016, GENERAL",1389817,SAVE THE BAY ACTION FUND COMMITTEE TO SUPPORT PROPOSITION 67,SUPPORT,1372638,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1389817&session=2015
"NOVEMBER 8, 2016, GENERAL",1302403,"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION TRUTH IN AMERICAN GOVERNMENT FUND; NO ON PROPOSITION 62, YES ON PROPOSITION 66 (NON-PROFIT 501 (C) 5)",SUPPORT,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1302403&session=2015
"NOVEMBER 8, 2016, GENERAL",1346266,"CALIFORNIANS TO MEND, NOT END, THE DEATH PENALTY. NO ON PROP 62, YES ON PROP 66. SUPPORTED BY PROSECUTORS, LAW ENFORCEMENT, AND FAMILIES OF VICTIMS.",SUPPORT,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1346266&session=2015
"NOVEMBER 8, 2016, GENERAL",1386494,"PROTEUS ACTION LEAGUE NON-PROFIT 501 (C)(4) ORGANIZATION, OPPOSING MEASURE 66 AND SUPPORTING MEASURES 54 AND 59",OPPOSE,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1386494&session=2015
"NOVEMBER 8, 2016, GENERAL",1336580,"LOS ANGELES POLICE PROTECTIVE LEAGUE ISSUES PAC - YES ON 66, NO ON 57",SUPPORT,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1336580&session=2015
"NOVEMBER 8, 2016, GENERAL",1380590,"YES ON 62, NO ON 66. REPLACE THE COSTLY, FAILED DEATH PENALTY SYSTEM. SPONSORED BY TAXPAYERS FOR SENTENCING REFORM",OPPOSE,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1380590&session=2015
"NOVEMBER 8, 2016, GENERAL",1383946,"NO ON PROP 66, CALIFORNIANS FOR FAIR JUSTICE, SPONSORED BY SOCIAL JUSTICE ORGANIZATIONS",OPPOSE,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1383946&session=2015
"NOVEMBER 8, 2016, GENERAL",1391170,"MILLION VOTER PROJECT ACTION FUND - YES ON 55, 56, 57, 58, 62, AND NO ON 66, SPONSORED BY SOCIAL JUSTICE ADVOCATES AND ORGANIZATIONS",OPPOSE,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1391170&session=2015
"NOVEMBER 8, 2016, GENERAL",1317554,"SAN FRANCISCO POLICE OFFICERS ASSOCIATION ISSUES PAC - YES ON 66, NO ON 62",SUPPORT,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1317554&session=2015
"NOVEMBER 8, 2016, GENERAL",1385745,FUND FOR POLICY REFORM (NONPROFIT 501(C)(4)),OPPOSE,1381724,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1385745&session=2015
"NOVEMBER 8, 2016, GENERAL",1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",SUPPORT,1381520,PROPOSITION 065- CARRY-OUT BAGS. CHARGES. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1372902&session=2015
"NOVEMBER 8, 2016, GENERAL",1381808,"YES ON 64, CALIFORNIANS TO CONTROL, REGULATE AND TAX ADULT USE OF MARIJUANA WHILE PROTECTING CHILDREN, SPONSORED BY BUSINESS, PHYSICIANS, ENVIRONMENTAL AND SOCIAL-JUSTICE ADVOCATE ORGANIZATIONS",SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1381808&session=2015
"NOVEMBER 8, 2016, GENERAL",1387789,"SAM ACTION, INC., A COMMITTEE AGAINST PROPOSITION 64 WITH HELP FROM CITIZENS (NONPROFIT 501 (C)(4))",OPPOSE,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1387789&session=2015
"NOVEMBER 8, 2016, GENERAL",1382568,"PUBLIC AND MENTAL HEALTH ADVOCATES AGAINST 64, SPONSORED AND MAJOR FUNDING BY SAM ACTION, INC. AND CALIFORNIA PUBLIC SAFETY INSTITUTE",OPPOSE,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1382568&session=2015
"NOVEMBER 8, 2016, GENERAL",1371855,"MARIJUANA POLICY PROJECT OF CALIFORNIA, YES ON 64",SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1371855&session=2015
"NOVEMBER 8, 2016, GENERAL",1385745,FUND FOR POLICY REFORM (NONPROFIT 501(C)(4)),SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1385745&session=2015
"NOVEMBER 8, 2016, GENERAL",1385506,"DRUG POLICY ACTION - NON PROFIT 501C4, YES ON PROP. 64",SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1385506&session=2015
"NOVEMBER 8, 2016, GENERAL",1390962,MOMS STRONG AGAINST PROP 64,OPPOSE,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1390962&session=2015
"NOVEMBER 8, 2016, GENERAL",1343793,"CALIFORNIANS FOR RESPONSIBLE MARIJUANA REFORM, SPONSORED BY DRUG POLICY ACTION, YES ON PROP. 64",SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1343793&session=2015
"NOVEMBER 8, 2016, GENERAL",1386560,ADULT USE CAMPAIGN FOR PROPOSITION 64; THE,SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1386560&session=2015
"NOVEMBER 8, 2016, GENERAL",1382525,NEW APPROACH PAC (MPO),SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1382525&session=2015
"NOVEMBER 8, 2016, GENERAL",1376077,"CALIFORNIANS FOR SENSIBLE REFORM, SPONSORED BY GHOST MANAGEMENT GROUP, LLC DBA WEEDMAPS",SUPPORT,1381868,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1376077&session=2015
"NOVEMBER 8, 2016, GENERAL",1382067,"COALITION FOR CIVIL LIBERTIES - NO ON 63, A PROJECT OF CALIFORNIA RIFLE & PISTOL ASSOCIATION",OPPOSE,1381803,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1382067&session=2015
"NOVEMBER 8, 2016, GENERAL",1387279,"VETO GUNMAGEDDON, CITIZENS WHO ARE OPPOSED TO PROPOSITION 63, ASSEMBLY BILLS 1135, 1511, 1695, 857 AND SENATE BILLS 880, 1235 AND 1446",OPPOSE,1381803,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1387279&session=2015
"NOVEMBER 8, 2016, GENERAL",1380675,"NEWSOM BALLOT MEASURE COMMITTEE; SAFETY FOR ALL, YES ON PROP. 63,",SUPPORT,1381803,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1380675&session=2015
"NOVEMBER 8, 2016, GENERAL",1380746,"STOP PROP 63, A GRASSROOTS, COMMON-SENSE EFFORT FOR RATIONAL POLICY SPONSORED BY FIREARMS POLICY COALITION",OPPOSE,1381803,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1380746&session=2015
"NOVEMBER 8, 2016, GENERAL",1302403,"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION TRUTH IN AMERICAN GOVERNMENT FUND; NO ON PROPOSITION 62, YES ON PROPOSITION 66 (NON-PROFIT 501 (C) 5)",OPPOSE,1381268,PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1302403&session=2015
"NOVEMBER 8, 2016, GENERAL",1380590,"YES ON 62, NO ON 66. REPLACE THE COSTLY, FAILED DEATH PENALTY SYSTEM. SPONSORED BY TAXPAYERS FOR SENTENCING REFORM",SUPPORT,1381268,PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.,http://cal-access.sos.ca.gov/Misc/Redirector.aspx?id=1380590&session=2015
